name,ppv,pph
ASPRO EFFER,"15,90","10,50"
ASPRO EFFER B4,"4,70","3,11"
ASTAPH 125 MG SIROP 60ML,"19,50","12,91"
ASTAPH 125MG /100 ML,"27,70","18,28"
ASTAPH 1G / 1AMP,"18,60","12,29"
ASTAPH 250 MG /100 ML,"56,30","37,17"
ASTAPH 250 MG SIROP 60ML,"37,70","24,89"
ASTAPH 500 MG X 12 GELULES,"46,70","30,87"
ASTAPH 500 X 24 GELLULES,"84,80","56,06"
ASTHALIN 100MG INHALER 200MDI,"37,00","24,44"
ASUMATE B20,"48,90","32,29"
ATACAND 16MG /30CPS BK,"165,50","109,34"
ATACAND 4MG/30CPS BK,"119,50","78,93"
ATACANDS 8 MG/30CPS BK,"127,70","84,35"
ATENOR 100MG /14CP,"25,00","16,52"
ATENOR 100MG /28CP,"37,00","24,44"
ATENOR 100MG /56CP,"71,00","46,91"
ATHYMIL 30 MG X 20 COMP,"91,90","60,69"
ATIAF 100MG B30,"24,30","16,05"
ATIAF 200MG B10,"18,90","12,48"
ATIAF 200MG B20,"33,60","22,22"
ATIKEN 160MG B28,"153,00","101,07"
ATIKEN 80MG B28,"130,00","85,93"
ATOMIX SPRAY 60ML,"59,00","41,30"
ATOPICALM TUBE 250 ML,"187,50","125,00"
ATOPIX 10MG B30,"78,90","52,16"
ATOPIX 10MG/15CPS,"42,80","28,27"
ATROM GEL 100G,"75,00","52,50"
ATROM GEL 60G,"55,80","39,07"
ATROPINE 1  MG  B 100,"268,00","188,70"
ATROVENT A 0.5 MG/2ML BK,"64,20","42,40"
ATROVENT E 0.25MG/2ML BK,"45,10","29,80"
AUDICLEAN SPRAY 60ML,"107,00","71,34"
AUDICLEAN SPRAY AUDITIF 115ML,"120,00","80,00"
AUGMENTIN 100MG/60 ML SP EN BK,"60,50","40,00"
AUGMENTIN 100MG/ML SP NOU BK,"36,60","24,20"
AUGMENTIN 1G /16STS BK,"157,20","103,86"
AUGMENTIN 1G/125MG B24 SACHETS,"207,00","137,12"
AUGMENTIN 1G/12STS BK,"118,00","77,97"
AUGMENTIN 500MG/12 STS ENFANT,"74,60","49,32"
AUGMENTIN 500MG/32CPS BK,"129,30","85,44"
AULCER 14 GELULES,"49,30","32,60"
AULCER 28CP,"95,30","62,98"
AUREOMYCINE LAFRA POM DERM 3%,"8,70","5,74"
AUREOMYCINE LAFRA POM OPHTA 1%,"9,40","6,22"
AUREOMYCINE P.DERMIQUE SPECIA,"8,40","5,56"
AURICULARUM PDR AURICULAIRE,"73,80","48,78"
AURIDOL GOUTTES,"63,00","44,10"
AUTOHELIOS 100 ML,"140,00","93,34"
AVACOR 150MG B30,"116,40","76,91"
AVACOR 300MG B30,"160,00","105,73"
AVAMYS NASAL SPRAY 120 DOSES,"107,50","71,01"
AVAQUIN 500MG B7,"102,80","67,92"
AVASTIN 100 MG B1 INJ,"2 908,00","2 508,18"
AVAZAR 50MG B28,"77,20","51,00"
AVENE COUVRANCE ECR SABLE 10GR,"214,00","149,80"
AVENE GEL DEMAQ. DOUCEUR 150ML,"145,00","101,50"
AVENE HYDRANCE OPTIMALE LEGERE,"149,00","104,30"
AVENE SOLAIRE SPRAY 60 100ML,"199,90","139,93"
AVENOC POMMADE  30G,"45,80","30,26"
AVER 16MG BTE/30 CPS,"37,40","24,70"
AVER 24MG BTE/30 CPS,"45,80","30,26"
AVLOCAN COMP 40MG BT/50,"30,00","19,82"
AVLOCARDYL CP  .,"41,80","27,65"
AVODART 0.5MG/30 CPS,"254,00","167,97"
AVONEX SOTH,"8 010,00","7 610,00"
AVT X 20 COMPS EFFE,"19,10","12,65"
AXAIR 125UG,"101,70","67,22"
AXAIR 250UG,"171,70","113,46"
AXEMEN 10MG CPS B28,"220,00","145,74"
AXEMEN 20MG CPS B28,"133,40","88,11"
AXIFY 20MG BTE/30 CPS,"889,00","625,11"
AXIFY 20MG BTE/60 CPS,"1 299,00","999,76"
AXILOX 0.5% COLLYRE FL 5ML,"42,50","28,09"
AXIMYCINE 1G/14 CPS DIS BK,"59,90","39,60"
AXIMYCINE 1G/24DISP.BK,"90,40","59,76"
AXIMYCINE 250 SP 100 ML.,"38,10","25,15"
AXIMYCINE 500 SP 100 ML.,"52,10","34,41"
AXIMYCINE 500/16CPS DIS BK.,"43,10","28,48"
AXIMYCINE 500/24CPS DIS BK.,"56,90","37,63"
AXONYL 100MG  CPS B30,"86,60","57,24"
AXONYL 100MG  CPS B60,"152,50","100,75"
AXONYL 150MG  CPS B30,"135,50","89,53"
AXONYL 150MG  CPS B60,"182,20","120,40"
AXONYL 200MG  CPS B30,"153,60","101,48"
AXONYL 200MG  CPS B60,"270,00","178,71"
AXONYL 25MG   CPS B30,"51,20","33,83"
AXONYL 25MG   CPS B60,"90,10","59,55"
AXONYL 300MG  CPS B30,"242,00","160,40"
AXONYL 300MG  CPS B60,"400,00","281,66"
AYURQUR BTE/30 GELULES,"99,00","69,29"
AZ 500MG/3CPS BK,"56,10","37,04"
AZARGA COLLYRE,"181,60","119,98"
AZELASTINE COMOD 0.5MG/ML,"83,50","55,17"
AZIBAC 500 / 3CPS,"56,10","37,05"
AZILID 500MG B3,"65,40","43,22"
AZIMAX 1500MG/37.5ML ENF,"74,80","49,40"
AZIMAX 900MG/22.5ML,"65,40","43,23"
AZIMYCINE 500MG / 3CPS,"61,70","40,76"
AZINC GROSSESSE,"130,00","86,68"
AZITHRIX  200MG /5ML 15ML BK,"59,20","39,12"
AZITHRIX  200MG/5ML  30ML SP,"92,50","61,13"
AZITHRIX 500MG / 3 CPS BK,"74,50","49,22"
AZIX 40MG/ML SUSP 1500MG,"74,80","49,40"
AZIX 40MG/ML SUSP 900MG,"65,40","43,22"
AZIX 500/3CPS BK,"74,50","49,22"
AZOLE ALBENDAZOLE 1CP 400MG,"19,90","13,18"
AZOLE SIROP 10 ML,"21,90","14,44"
AZOPT COLLYRE  BK,"77,10","50,94"
AZYTER 15MG  COLLYRE,"71,20","47,05"
B COMPLEX + VITAMINE C B30,"60,10","40,09"
BABY MASK CIPLA,"80,00","53,34"
BABYFLOR  10ML,"118,00","82,61"
BABYHALER,"252,10","214,28"
BACILAC FORTE B30,"137,00","91,33"
BACILAC INFANTIS B16,"142,00","94,68"
BACQURE 500MG/30ML IV/1,"116,00","76,65"
BACTALL 250 MG,"31,80","20,99"
BACTALL 500 MG,"57,90","38,28"
BACTIMUN GELS B14,"190,00","133,01"
BACTOSPRAY,"148,00","103,60"
BACTRIM  10 COMPRIMES FORTE,"31,40","20,75"
BACTRIM FORTE X 20 COMP,"58,70","38,81"
BACTRIM SUSPENSION 100 ML,"26,30","17,40"
BACTROBAN POMMADE 15G,"55,80","36,86"
BAITANET D 120ML,"14,10","9,30"
BAITANET D FL 550ML,"38,30","25,32"
BAITANET G 120ML,"14,00","9,26"
BAITANET G 550 ML,"38,30","25,32"
BALATUS SIROP 150ML,"99,00","69,30"
BALLONYL /60CPS,"63,30","44,30"
BALOSTOP BTE/30 GELULES,"73,70","51,60"
BANDE DE GAZ,"1,80","1,22"
BANDELETTE 10 PARAMETRES,"358,40","250,91"
BANDELETTE ACCUCHEK,"121,80","85,22"
BANDELETTES 5 PARAMETRES,"209,10","146,36"
BANDELETTES ACCUCHEK,"276,00","193,19"
BARALGIN M X20 COMPRIMES,"16,10","10,62"
BASALOG 100UI/ML/ 1 CARTOUCHE,"106,80","70,56"
BASALOG 100UI/ML/5 CARTOUCHES,"530,00","372,34"
BATENS 10MG CPS B30,"221,00","146,30"
BATENS 10MG CPS B60,"346,00","243,08"
BATENS 10MG CPS B90,"519,00","364,61"
BATENS 5MG CPS B30,"139,60","92,23"
BATENS 5MG CPS B60,"226,00","149,63"
BATENS 5MG CPS B90,"277,00","183,13"
BAVETTE B50,"40,00","26,68"
BAVETTES SUBVENTIONNEES B10,"8,00","6,50"
BAYCUTENE CREME 15G,"21,30","14,10"
BCG ONCO SII,"925,00","625,31"
BECIDOUZE 20 DRAGEES,"32,80","21,68"
BECIMAG GELS B30,"96,00","67,20"
BEDELIX SACHETS B/30.,"53,90","35,63"
BELARA / 21 CPS,"79,70","52,67"
BELIS 3MG/0.03MG B21,"65,40","43,22"
BELMAZOL 20MG X 14 GELULES,"45,80","30,26"
BELMAZOL 20MG X 28 GELULES,"89,70","59,27"
BELMAZOL 20MG/7 GELS,"21,00","13,90"
BENCLAMID 5MG / 30 CPS,"20,00","13,21"
BENCLAMID 5MG / 60 CPS,"36,20","23,92"
BENDAR 250,"52,50","36,76"
BENELIS PHYTO 125ML SIROP,"55,00","36,67"
BEPANTHEN 30G,"49,00","34,31"
BEPANTHEN SENSICALM 20G,"68,10","47,68"
BEPANTHEN TUBE 100G,"110,00","73,50"
BEROCCA ZINC  EEFER / 10 CPS,"63,00","44,10"
BEROCCA ZINC  EEFER / 20 CPS,"102,00","71,40"
BESIVANCE 0.6% FL 5ML B/1,"106,90","70,65"
BESTOR 10MG B30,"154,10","101,82"
BESTOR 20MG B30,"250,00","165,18"
BESTOR 5MG B30,"111,80","73,87"
BETADINE 5 L BK,"275,00","193,52"
BETADINE BAIN DE BOUCHE 125 ML,"19,90","13,15"
BETADINE FRAICHE ET ACTIVE,"103,20","72,20"
BETADINE HYDRATANT CALENDULA,"99,40","69,59"
BETADINE PROTECTION DOUCE,"103,20","72,20"
BETADINE SCRUB 125 ML,"15,50","10,25"
BETADINE SCRUB SOL GM,"43,00","28,40"
BETADINE SOLUTION FLACON 125,"23,40","15,46"
BETASERC 24MG / 30 CPS,"72,90","48,16"
BETASTENE 0.05% FL 30ML,"30,00","19,81"
BETASTENE 2MG/20CPS DIS,"36,60","24,20"
BETNEVAL CREME,"11,20","7,41"
BETNEVAL POMMADE,"11,20","7,41"
BEVIRAN FORT 200MG,"41,10","27,17"
BI-HYPLOS 50MG B14,"60,60","40,07"
BI-HYPLOS 50MG B28,"90,00","59,46"
BI-ORAGIN / 16 CPS,"60,90","40,26"
BI-TILDIEM 120MG/28CPS.BK,"119,90","79,23"
BI-TILDIEM 90MG X 28CPS.BK,"97,50","64,40"
BIAFINE EMULSION,"41,10","27,17"
BIAFINE EMULSION 186G GM,"71,00","46,93"
BICALUTAMIDE ACCORD 50MG B28,"456,00","320,87"
BICALUTAMIDE ZENITH 50MG B30,"478,00","335,97"
BICARBONATE  SODI ISO 1.4% 250ML,"14,60","9,68"
BICARDOL 10MG B30,"53,80","35,56"
BICARDOL 5MG B30,"39,90","26,34"
BIDONTOGYL 1.5MUI/250MG/15CPS,"70,50","46,56"
BIFIBABY NOUR 8ML GOUTTES,"119,00","83,30"
BIFLEX GEL CHAUFFANT 100G,"79,00","55,31"
BIFLEX SPRAY 60ML,"45,00","31,50"
BILIRIN CPS B30,"179,00","125,30"
BIMAG BTE/30 CPS,"84,00","58,80"
BINOCRIT 2000UI /1 B6,"821,00","577,20"
BINOCRIT 3000UI /0.3ML,"1 064,00","748,14"
BIO-INTIM,"36,90","24,61"
BIO-RITMO 20 AMP DE 10ML,"155,00","108,50"
BIOFAR 12 VITAMINES 20CPS EFFE,"79,00","55,30"
BIOFAR ACE SELENIUM 20CPS EFFE,"89,00","62,30"
BIOFAR CALCIUM 20 CPS EFFER,"79,00","55,31"
BIOFAR DIGESTION / 08 CPS,"69,00","48,30"
BIOFAR FER ACIDE FOLIC 20 CP E,"89,00","62,32"
BIOFAR KIDS 20 CPS EFFE,"98,00","68,60"
BIOFAR MAGNESIUM 20 CPS EFFE,"89,00","62,30"
BIOFAR VITA C ACEROLA,"69,00","48,30"
BIOFAR VITAMINE C,"91,00","63,71"
BIOFLOR STIKS B14,"84,00","58,80"
BIOFREEZE GEL 118 ML,"115,00","80,51"
BIOFREEZE GEL ROLL-ON 59ML,"95,00","66,50"
BIOFREEZE SPRAY,"98,50","68,96"
BIOGAIA PROTECTIS GTT BEBE 5ML,"169,00","118,31"
BIOGAZ GM B10,"99,00","69,31"
BIOGYN GEL NETTOYANT,"75,00","52,50"
BIOHEALTH DELAY GEL,"150,00","105,00"
BIOHEALTH ERECTION GEL,"110,00","77,00"
BIOHEALTH GINSENG GEL,"110,00","77,00"
BIOHEALTH NATUREL GEL,"70,00","49,01"
BIOHEALTH TIGHYERNER GEL,"170,00","119,00"
BIOHEALTH WARMING GEL,"120,00","84,00"
BIOLARM,"129,00","90,30"
BIOLEVOX HA 2.2%,"400,00","280,00"
BIOLEVOX HA MINI,"600,00","420,00"
BIOLEVOX HA ONE 2.5%,"1 300,00","910,00"
BIOLEVOX HA TENDON,"700,00","490,00"
BIOMARTIAL  PLUS B30,"133,00","93,11"
BIOMARTIAL B30,"123,00","86,10"
BIOMARTIAL B9 GELS B30,"133,00","93,11"
BIOMARTIAL GOUTTES FLACON 30ML,"120,00","84,00"
BIOMARTIAL SIROP 120ML,"115,00","80,51"
BIOMOUSSE GEL  200ML,"89,00","62,30"
BIOMOUSSE LOTION 250 ML,"89,00","62,30"
BIOMYLASE 200 U  125ML,"37,40","24,70"
BIOMYLASE 3000U / 24 CPS,"51,40","33,97"
BIONIKE DEFENCE,"442,50","295,01"
BIONIKE DEFENCE ECRAN,"195,00","130,01"
BIOSECURE BAUME EMOLIENT 200ML,"214,30","150,00"
BIOSECURE TOILETTE INTIM 240ML,"150,00","105,00"
BIOSEPT 5.5 CONFORT 125ML,"62,00","43,40"
BIOSEPT 5.5 CONFORT 200ML,"79,00","55,31"
BIOSEPT 7.5 TRAIT 125ML,"67,00","46,91"
BIOSEPT 7.5 TRAIT 200ML,"85,00","59,51"
BIOSIL GELULES/60 MV,"590,00","413,00"
BIOSTER SPRAY,"37,70","26,40"
BIOTACHE CREME  EMULSION,"280,50","187,01"
BIOTACHE ECRAN INVISIBLE,"198,00","132,00"
BIOTACHE MASQUE,"358,50","239,02"
BIOTACHE MASQUE,"358,50","239,02"
BIOTIC 100MG/60ML SP E,"58,90","38,91"
BIOTIC 1G STS/14,"116,80","77,19"
BIOTIC 1G STS/24,"189,70","125,35"
BIOTIC 1G/12 STS,"88,80","58,66"
BIOTIC 1G/16 STS,"121,50","80,29"
BIOTIC 500 STS/16,"84,40","55,76"
BIOTIC 500MG STS/14,"73,80","48,78"
BIOTIC PLUS SP PEDIATRIQUE,"34,20","22,60"
BIOTIC+ 500MG/62.5/12 STS,"60,70","40,13"
BIOTIMATE 200ML,"96,00","67,20"
BIOTINA /30CP,"280,00","196,01"
BIOTINAX 500 mg  CP B30,"99,50","69,66"
BIOTONE AMP BUV,"70,00","46,25"
BIOVANIC 500MG B5,"64,50","42,60"
BIOVANIC 500MG B7,"81,30","53,71"
BIOVITONE CP,"85,00","59,50"
BIOVOX ADULT 200MLL,"79,00","55,31"
BIOVOX ENFANT 125ML,"69,00","48,30"
BIPRETERAX 10 MG / 30 CPS,"159,50","105,39"
BIPRETERAX 5MG/1.25MG BK,"111,10","73,38"
BIPROFENID LP 100MG B20,"59,70","39,46"
BIPROL 10MG/30CPS,"65,70","43,40"
BIPROL 2.5MG B30,"37,00","24,45"
BIPROL 5MG B30,"39,90","26,36"
BIRODOGYL / 15 CPS..,"95,30","62,98"
BISOCARD 10MG  B30,"53,90","35,63"
BISOCARD 2.5MG B30,"37,00","24,42"
BISOCARD 5 MG  B30,"39,90","26,36"
BISOPRAL 2.5MG,"37,00","24,45"
BISOPRAL 5MG,"39,90","26,36"
BISPIRAZOLE /15CPS,"70,50","46,61"
BLEDILAIT  CROISSANCE 400G,"60,00","51,00"
BLEDILAIT CROISSANCE 900G,"140,00","119,00"
BLEDINE COCKTAIL DE FRUIT 130G,"19,00","16,15"
BLEDINE CONFORT BANANE ET LAIT,"25,00","21,25"
BLEDINE EXTRA BANANE ET FRAISE,"25,00","21,25"
BLEDINE EXTRA LACTEE FRUIT EXOTIQUES,"39,00","33,14"
BLEDINE LACTEE BISCUITEE 250G,"34,00","28,90"
BLEDINE LACTEE CROISSANCE 250G,"34,00","28,90"
BLEDINE LACTEE FRUITS,"34,00","28,90"
BLEDINE LACTEE MIEL,"34,00","28,90"
BLEDINE POMME BANANE 130G,"19,00","16,15"
BLEDINE POMME PECHE  130G,"19,00","16,15"
BLEDINE POMMES MANGUES  130G,"19,00","16,15"
BLEDINE POMMES POIRES 130G,"19,00","16,15"
BLEDINE POMMES PRUNEAUX 130G,"19,00","16,15"
BLEFARETTE 30 LINGETTES,"229,00","160,30"
BLEPHADEMODEX LIGETTES B30,"220,00","154,00"
BLEPHAGEL 30GR,"147,00","98,00"
BLISSEL 10G,"91,60","60,52"
BLUE,"64,90","45,46"
BLUMAG 300MG,"95,00","66,50"
BODY DETOX 60 CAPS,"186,00","124,01"
BONDEO,"50,00","33,34"
BONFIX 150MG B1,"99,40","65,66"
BONLAX  B6 MICROLAVEMENTS,"89,00","62,29"
BOOST MAG 300 BTE/30 GELULES,"89,00","62,30"
BOURGET INOSITOL 20 COMP EFF,"21,70","14,33"
BREXIN /20CPS BK,"79,20","52,36"
BREXIN 10 STS,"53,40","35,29"
BREXIN CP EFF /10CPS BK,"55,40","36,61"
BREXIN EFFE /20CP BK,"93,90","62,03"
BREXIN SUPP X10,"85,20","56,29"
BRILIQUE 90MG B60,"918,00","618,57"
BRINTELLIX 10MG B 28C,"295,00","207,57"
BRINTELLIX 5MG B28,"204,00","134,87"
BROCI SIROP 150ML,"75,50","52,86"
BROCLAR 15MG/5ML  SIROP,"28,00","18,48"
BROMAX 15 MG/ 200 ML,"27,10","17,90"
BRONCHATHIOL SP A,"29,20","19,27"
BRONCHATHIOL SP E,"17,40","11,51"
BRONCHOCIST 125ML ENFANTS ET N,"14,10","9,32"
BRONCHOCIST ADULTES 125ML,"19,10","12,60"
BRONCHOCIST ADULTES 200ML,"30,50","20,16"
BRONCHODUAL 50UG/20UG,"102,90","67,99"
BRONCHOFLUIDE 125 ML SP ADULTE,"17,10","11,31"
BRONCHOFLUIDE 300 ML SP A,"37,20","24,58"
BRONCHOFLUIDE SS 300 AD,"36,70","24,26"
BRONCHOFLUIDE SS AD 125,"19,10","12,60"
BRONCHOKOD S S S AD 125ML,"21,40","14,17"
BRONCHOKOD SANS SUCRE AD 300ML,"38,40","25,39"
BRONCHOKOD SP AD 125 ML,"19,20","12,72"
BRONCHOKOD SP AD 300 ML,"39,80","26,31"
BRONCOLIBER 120MG B10,"36,60","24,20"
BRONCOLIBER 120MG B20,"70,10","46,31"
BRONCOLIBER 15MG /200ML SP ENF,"28,00","18,53"
BRONCOLIBER 30 MG/200ML SP AD,"47,70","31,49"
BRONCOTEC 12MCG 60GELS  BK,"197,90","130,76"
BROPDEX 0.3G/0.1G 10ML B1,"48,20","31,86"
BROXYL 3%  SIROP 250ML,"30,50","20,16"
BRUFEN 400MG 30CP,"33,00","21,80"
BRUFEN SIROP PEDIATRIQUE,"21,00","13,90"
BSS,"65,70","45,96"
BUCCODRIL,"36,00","25,20"
BUCCOSEPT  SOLUTION 200ML,"21,40","14,17"
BUCCOTHERM BLANCHEUR 75,"49,00","34,31"
BUCCOTHYMOL BAIN DE BOUCHE,"17,60","11,66"
BUCOCINE COMP.,"10,20","6,73"
BUDENA 100UG  NASAL,"139,20","92,00"
BUDENA 200UG  BUCCAL AER,"234,00","154,61"
BULMOL AEROSOL BK,"45,30","29,94"
BULMOL LP 4MG/10GEL,"32,00","21,15"
BULMOL LP 8MG,"38,00","25,11"
BUPIVACAINE 100MG/20ML B10,"220,00","145,79"
BUTAMYL 1MG/12SUPP,"30,60","20,21"
BUTAMYL 2MG /40CPS,"19,40","12,82"
BUTAMYL AEROSOL 100MG BK,"42,20","27,86"
BUTAMYL SIROP 150ML,"21,40","14,14"
BUTICOL GELS B30,"169,00","118,30"
BUTOVENT 2 MG X 50 COMP,"21,90","14,47"
BUTOVENT SIROP,"21,90","14,49"
BUTOVENT SPRAY,"42,20","27,91"
C+ FER 30 GEL,"84,00","58,80"
C+FER/60GEL,"119,00","83,29"
C-BAC 500MG/14 CPS,"123,40","81,51"
CACIT 1000 GM 30 COMP EFFE,"100,70","66,53"
CACIT 500MG B60,"100,70","66,53"
CACIT CP 1000 X10,"33,70","22,26"
CACIT CP 500 X20,"33,70","22,26"
CACIT VITAMINE D3 GRAN EFF/30S,"102,90","67,99"
CADELIUS 600MG/1000UI B30,"105,00","69,36"
CAFE VERT BTE/30 GELULES,"85,00","59,50"
CAFE VERT BTE/60 GELULES,"149,00","104,30"
CAILLE LAIT UNIVERSEL COMP,"18,00","12,60"
CALCIBRONAT 20 COMP EFF.,"36,20","23,90"
CALCIBRONAT SP,"24,70","16,31"
CALCIDIA GRANULE X 20 SACHETS,"57,60","38,04"
CALCIFER /12 CPS A,"52,50","36,76"
CALCIFER /24 CPS A,"93,50","65,46"
CALCIFIX D3 30 COMP,"39,40","26,06"
CALCIMAT B30 EFFER,"95,00","66,50"
CALCINIB 10MG/14CPS BK,"38,90","25,70"
CALCINIB 10MG/28CPS BK,"70,90","49,66"
CALCINIB 5MG/14CPS,"25,60","16,92"
CALCINIB 5MG/28CPS,"48,30","31,91"
CALCINIO /30 GELULES,"99,00","69,30"
CALCINOV B30,"70,00","49,01"
CALCITONIC SACHETS B30,"150,00","105,00"
CALCIZEN D3 B/12 CP A CROQUER,"42,90","30,02"
CALCIZEN D3/20 CP A CROQUER,"69,50","48,66"
CALCIZEN D3/24 CP A CROQUER,"74,90","52,43"
CALM TU B30,"99,00","69,30"
CALMABEBE CREME 50 ML,"24,00","16,00"
CALMANAL GEL SOIN CONFORT ANAL,"55,00","38,50"
CALMAPLEX GELS B15,"39,00","27,30"
CALMAPLEX GELS B30,"69,00","48,30"
CALMAVITE B20,"78,00","54,60"
CALMEXIA BTE/10 SACHETS,"140,00","98,00"
CALMIDERM CREME 40G,"67,00","46,90"
CAMOMOLIA BLU,"272,70","181,81"
CANAFLUCAN 150MG B4,"76,20","50,34"
CANAFLUCAN 150MG/1GEL,"22,40","14,82"
CANAFLUCAN 150MG/7GELS,"131,90","87,14"
CANDESARTAN GT 16MG B56,"165,00","109,01"
CANDESARTAN GT 16MG/12.5 B/28,"146,40","96,70"
CANDESARTAN GT 8MG B28,"90,00","59,46"
CANDIDAX OVULE VAGINAUX B/10,"99,90","69,92"
CANDIDAX OVULE VAGINAUX B/5,"59,90","41,93"
CANDIDAX SOL LAVANTE/R,"79,50","55,66"
CANESTEN EXTRA CREME 15G,"59,80","39,52"
CANULE  ENDOVEINEUSE  G24,"3,20","2,28"
CANULE DE GUEDEL 0,"20,20","13,44"
CANULE DE GUEDEL 00,"20,20","13,44"
CANULE DE GUEDEL N 0,"9,00","6,00"
CANULE DE GUEDEL N 1,"9,00","6,00"
CANULE DE GUEDEL N 2,"20,20","13,44"
CANULE DE GUEDEL N1,"20,20","13,44"
CANULE ENDOVEINE 18G,"3,40","2,28"
CANULE ENDOVEINE 22G,"3,40","2,27"
CANULE ENDOVEINE 24G,"3,40","2,27"
CAPEN 25MG/30CPS,"75,00","49,55"
CAPILEV WINNER B60,"171,40","114,28"
CAPISOIN LOTION 125ML,"80,00","53,33"
CAPISOIN SHAMPOING 200ML,"80,00","53,33"
CAPLOR 75MG B10,"64,00","42,29"
CAPLOR 75MG B30,"171,40","113,24"
CARBA PLUS,"58,50","40,96"
CARBALGINE GEL B20,"69,90","48,92"
CARBAMAZEPINE NORMON 200MG B50,"35,60","23,52"
CARBAMAZEPINE NORMON 400MG B30,"35,60","23,52"
CARBO FLOR/ 30 GELS,"79,50","55,66"
CARBO SORB/ 30 GELS/R,"79,50","55,66"
CARBOCHOL,"162,70","113,87"
CARBOLAX B30,"79,50","55,66"
CARBOLIDER PEGA,"85,00","59,51"
CARBOLINE 30 CP,"79,00","55,31"
CARBOPLUS B30,"75,00","52,50"
CARBOSORB DIGEST B30,"99,50","69,66"
CARBOSORB TRANSIT/30/R,"79,50","55,66"
CARBOSYLANE X48 GELULES,"41,90","27,66"
CARBOSYLANE X96 GELULES,"69,20","45,72"
CARBOTEX BTE/30 GELULES,"68,00","47,60"
CARBOXANE FLORA B15,"89,50","62,66"
CARBOXANE FLORA B30,"139,50","97,66"
CARBOXANE/30CPS /R,"79,50","55,66"
CARBOXIDINE BB,"36,50","25,56"
CARBOXIDINE SPAY 60ML,"37,50","26,26"
CARBOZEN / 60  GELS,"68,00","47,60"
CARDENSIEL 1.25MG/30CPS,"77,80","51,40"
CARDENSIEL 10MG/30 BK,"76,90","50,80"
CARDENSIEL 2.5MG/30 BK,"50,70","33,52"
CARDENSIEL 5MG/30 BK,"58,10","38,41"
CARDINOR   25MG/30CPS,"88,10","58,24"
CARDINOR   25MG/60CPS,"172,20","113,79"
CARDINOR 6.25MG/30CPS,"43,80","28,97"
CARDINOR 6.25MG/60CPS,"85,70","56,61"
CARDIO ASPIRINE 100MG BK,"27,70","18,34"
CARDIOFLEX 100MG B30,"23,60","15,60"
CARDIOGREL 75MG B30,"213,00","140,75"
CARDIVEL 150MG B30,"129,00","85,24"
CARDIVEL 300MG B30,"164,00","108,36"
CARDIX 25MG/28CPS,"84,20","55,67"
CARDIX 6.25 8MG/28CPS,"41,90","27,69"
CARDURA 2 MG X20 CP BK,"58,50","38,63"
CARDURA 4MG / 20CPS BK,"64,20","42,40"
CAREGYN OVULES B10,"118,00","82,60"
CARIBAN 10MG /10MG B24,"233,00","154,29"
CARIVALAN 12.5/5MG B28,"262,00","173,55"
CARIVALAN 6.25/5 B28,"241,00","159,36"
CARMINEX 6 SACHETS,"56,30","39,41"
CARMINEX SIROP 120 ML,"59,60","41,72"
CAROSYL B30,"265,00","185,51"
CARTEOL LP 2% COLLYRE BK,"64,30","42,51"
CARTEXAN 400 MG 30 CP,"78,90","52,11"
CARTEXAN 400 MG 60 CP,"138,80","91,72"
CARTEXAN 400 MG 90 CP,"203,00","134,47"
CARTI DUO,"150,00","105,00"
CARTI PLUS BTE/30 GELULES,"149,00","104,30"
CARTIGEN GELS B20,"99,50","69,66"
CARTIGEN PROTECT GELS B30,"179,50","125,66"
CARTILEX CREME 50G,"79,90","55,93"
CARTINAL SIROP 125ML,"65,00","45,50"
CARTREX B20,"38,80","25,64"
CARVAS B30 GELULES,"99,00","69,30"
CASAQUE STERILE,"56,80","39,78"
CASAQUE STERILE XL,"40,60","28,40"
CASODEX 50MG 30CP,"610,00","429,03"
CASQUE CHIRURGICALE,"56,50","39,54"
CASTALIA DERMOPUR CREME MATIFA,"138,00","92,00"
CASTALIA DERMOPUR GEL NETTOYAN,"155,20","103,50"
CASTALIA SENSIAL GEL SURGRAS,"155,20","103,50"
CATACOL COLLYRE 1O ML,"15,80","10,43"
CATAFLAM 25 X20 DRAGEES,"23,00","15,22"
CATAFLAM 50MG B10,"22,40","14,82"
CATAFLAM 50MG B20,"42,60","28,13"
CATAPRESSAN COMPRIMES B/20,"25,40","16,78"
CATEX 250MG 10CP,"51,40","33,97"
CATEX 250MG 20CP,"90,50","59,77"
CATEX 500 / 20CPS BK,"131,60","86,97"
CATEX 500 MG 10 CP,"74,80","49,40"
CATHEELL B5,"189,20","151,37"
CATHEJELL B1,"39,90","31,91"
CATHETER ADULT DOUBLE,"389,60","272,72"
CATHETER ADULT TRIPLE,"331,20","231,82"
CATHETER CENTRAL 20CM,"473,30","315,54"
CATHETER PEDIATRIQUE DOUBLE,"467,50","327,28"
CATHETER PEDIATRIQUE TRIPLE,"467,50","327,28"
CATIONORM /30 UNIDOSES,"219,00","146,00"
CATIONORM FLACON DE 10ML,"198,00","138,61"
CATRISIM 30ML,"142,00","99,40"
CAVERJECT 10MG 1ML,"140,70","93,00"
CD ZINC BTE/20 CPS,"69,00","48,30"
CEBELIA ANTI AGE,"335,80","223,88"
CEBESINE 0.4% COLLYRE,"21,50","14,20"
CEDOL 400MG/20MG  B20,"20,60","13,59"
CEFALINE STS /10,"13,30","8,77"
