name,ppv,pph
STARPEN 400 SUSP 100ML,"36,90","24,39"
STARVAL 160MG B28,"153,00","101,12"
STARVAL 80MG B28,"131,50","86,86"
STATICOL 20MG/14CP,"50,00","33,03"
STATICOL 20MG/28CP,"88,00","58,16"
STATICOL 40MG CPS B30,"157,10","103,80"
STATOR 20MG/30CPS,"90,00","59,46"
STATOR 40MG/30CPS,"171,00","112,99"
STER-DEX POMMADE OPHTA,"24,70","16,31"
STERIDIOL 0.15MG /0.03MG B21,"22,60","14,93"
STERIMAR ALLERG,"94,00","65,81"
STERIMAR BABY NEZ BOUCHE 50ML,"94,00","65,81"
STERIMAR HYGIENE 100ML GM,"94,00","65,81"
STERIMAR HYGIENE 50ML PM,"84,00","58,80"
STERIMAR HYPERTONIQUE 50ML NEZ,"89,00","62,30"
STERIMAR IRITTA,"90,90","63,62"
STERIMAR ISO BEBE 100ML,"105,00","73,50"
STERIMAR ISO BEBE 50ML,"84,00","58,78"
STERIMAR RHUME STOP ET PROTECT BEBE,"94,00","65,81"
STERIMAR SINUSITE NEZ BOUCHE,"94,00","65,81"
STERIMAR SOUFRE 50 ML,"89,00","62,30"
STERISIL 2/0 CR 3/8,"38,00","26,59"
STERIXYL 2 CR 4/8,"56,80","37,90"
STEROGYL 15 H BUVABLES,"12,10","8,03"
STILNOX 10 MG BT 20 COMP.   BK,"52,90","34,93"
STILNOX 12.5MG/28CPS,"114,00","75,34"
STIMACTIV TONUS AMP /10,"99,00","69,30"
STIMALIN SP 150ML,"86,00","60,20"
STIMAVIT B30,"84,50","59,16"
STIMAVIT SIROP,"84,50","59,16"
STIMAX B30,"65,00","45,50"
STIMAX B60,"125,00","87,50"
STIMOL X 20 AB .,"43,00","28,40"
STIMOLAIT,"70,00","49,01"
STIMUPHINE C 125 ML,"85,00","56,68"
STODAL SIROP,"26,20","17,29"
STOMALEX GELS B30,"195,00","136,50"
STOP EPIL 100ML,"600,00","400,02"
STOPAIN PLUS CREME 75G,"77,00","53,90"
STOPCOUX ARNICA GEL 25G,"45,00","31,48"
STOPDOL,"28,60","20,03"
STOPFEUX  HYPERICUM GEL 25G,"45,00","31,48"
STOPPLAIX CALENDULA GEL 25G,"45,00","31,48"
STORIXIA 120MG CPS B7,"81,70","53,97"
STORIXIA 60MG CPS B14,"119,50","78,98"
STORIXIA 60MG CPS B7,"65,20","43,07"
STORIXIA 90MG CPS B14,"124,00","81,92"
STORIXIA 90MG CPS B7,"65,90","43,51"
STRAINBACT B30,"179,00","125,30"
STRAINBACT GELS B15,"139,00","97,30"
STRATH FORTIFIANT CP B20,"55,00","36,67"
STRATH FORTIFIANT SP 125ML,"92,50","61,68"
STREAMGAZ B20,"49,00","34,30"
STREAMGAZ B60,"99,00","69,30"
STREMAG B30,"98,00","68,60"
STRENOV B30,"135,00","94,50"
STREPSILS MIEL CITRON B24,"61,70","40,78"
STREPSILS SS CITRON B16,"37,60","24,88"
STREPSILS WARM B16,"37,60","24,88"
STREPTOCID 125 MG 1FL 60ML  BK,"14,30","9,47"
STREPTOCID 1G 12 CP DIS     BK,"51,40","33,97"
STREPTOCID 250MG 100ML,"29,90","19,76"
STREPTOCID 250SP 60ML,"22,40","14,79"
STREPTOCID 500 MG/1F SP,"31,30","20,70"
STREPTOCID 500MG/12CP DIS   BK,"32,30","21,36"
STRESAM X 60 GEL .          BK,"59,10","39,07"
STRESS CONTROL  J/N  B30 GELS,"99,00","66,00"
STRUCTUM 500MG /60GEL,"207,00","137,20"
SULFOBACTIN 250 MG 16 CP,"25,70","17,02"
SULFOBACTIN 500 MG 20 CP,"51,90","34,30"
SULIAT 160/10MG B14,"105,20","69,54"
SULIAT 160/10MG B28,"185,20","122,39"
SULIAT 160/10MG B56,"306,00","215,67"
SULIAT 160/5MG  B14,"105,20","69,54"
SULIAT 160/5MG  B28,"185,20","122,39"
SULIAT 160/5MG  B56,"306,00","215,67"
SULIAT 80/5MG B14,"86,10","56,91"
SULIAT 80/5MG B28,"151,60","100,17"
SULIAT 80/5MG B56,"267,00","176,41"
SULIAT HCT 160/10/12.5 B14,"105,20","69,54"
SULIAT HCT 160/10/12.5 B28,"185,20","122,38"
SULIAT HCT 160/10/12.5 B56,"306,00","215,67"
SULIAT HCT 160/10/25  B14,"105,20","69,54"
SULIAT HCT 160/10/25MG B28,"185,20","122,39"
SULIAT HCT 160/10/25MG B56,"306,00","215,67"
SULIAT HCT 160/5/12.5MG B14,"103,40","68,32"
SULIAT HCT 160/5/12.5MG B28,"182,10","120,29"
SULIAT HCT 160/5/12.5MG B56,"306,00","215,67"
SULIAT HCT 160/5/25MG B28,"185,20","122,39"
SULIAT HCT 160/5/25MG B56,"306,00","215,67"
SULIQUA 100IU/33CG OLIVE 3INJ,"1 200,00","900,01"
SULIQUA 100IU/50CG PEACH 3INJ,"1 200,00","900,01"
SULPIDAL 50MG / 20 GELS,"26,40","17,42"
SULRID 50 MG / 20 CPS,"24,30","16,05"
SUN D3 GOUTTES 30ML,"77,00","53,90"
SUNFILTRE SPF 80 INCOLORE,"139,50","93,00"
SUNFILTRE SPF 80 TEINTE,"139,50","93,00"
SUNSKIN IP 35 TUBE,"98,10","65,40"
SUNWARDS EXTREME SPF +50 75ML,"198,00","138,60"
SUPERFORM  MULTIVITAMINES PM,"46,00","32,20"
SUPERFORM MULTIVITAMINES GM,"85,00","59,51"
SUPERLAYER 100G,"46,90","31,01"
SUPERMASK W95 GRINDL BLUE L,"80,00","56,00"
SUPERMASK W95 GRINDL BLUE M,"80,00","56,00"
SUPERMASK W95 GRINDL BLUE XL,"80,00","56,00"
SUPERMASK W95 POPCORN BLACK L,"80,00","56,00"
SUPERMASK W95 POPCORN BLACK M,"80,00","56,00"
SUPERMASK W95 POPCORN BLACK XL,"80,00","56,00"
SUPLEMAT 30 CPS,"87,00","60,90"
SUPPOSEDAL PARAC ADULT /12,"22,40","14,82"
SUPPOSEDAL PARAC ENFANT/12 SUP,"18,70","12,35"
SUPPOSEDAL PARAC NOURI /12 SUP,"15,90","10,50"
SUPRABIOTIQUE / 16 GELS,"45,00","31,50"
SUPRABIOTIQUE /8  GELS,"35,00","24,50"
SUPRADYN BOOST B10 EFFER,"68,00","47,60"
SUPRADYN BOOST B20 EFFER,"105,00","73,50"
SUPRADYN BOOST TAEF B40,"280,00","196,01"
SUPRADYN DOUBLE ACTION 20CP EF,"90,00","63,00"
SUPRADYN.DOUBLE ACTION 10CP,"56,00","39,20"
SUPRAENERGIE BTE/10 SACHETS,"140,00","98,00"
SUPRALOX SIROP FL.250ML,"43,90","29,03"
SUPRIMASE 150MG /1 GEL,"22,40","14,82"
SUPRIMASE 150MG/4CPS,"73,80","48,78"
SUPRIMASE 50MG /7 GEL,"78,30","51,71"
SURGAM 100 MG COMPRIMES..,"31,80","20,99"
SURGAM 200MG X 20 COMP..,"51,80","34,21"
SURMONTIL FL 30ML GTTES,"50,70","33,53"
SUTURAL CREME REPARATRICE 30G,"69,50","48,66"
SUTURAL SPRAY 100ML,"65,00","45,50"
SUVAS 10MG CPS B30,"153,00","101,09"
SUVAS 20MG CPS B30,"244,00","161,87"
SUVEAL DUO/60 GELULES,"329,00","230,30"
SUVREZA 10-20MG BTE/30 CPS,"322,00","226,44"
SUVREZA 10MG BTE/30 CPS,"318,00","223,67"
SVR CLAIRIAL,"295,00","196,68"
SWISSLAC 1 400G,"109,00","92,65"
SWISSLAC 2 400G,"109,00","92,65"
SWISSLAC 3 400G,"109,00","92,65"
SWISSLAC AR1,"110,00","93,51"
SWISSLAC AR2,"110,00","93,51"
SWISSLAC COMFORT,"95,00","80,75"
SYLKUS 4/0 CT 3/8,"17,80","12,49"
SYMBICORT 100/6 UG,"243,00","160,55"
SYMBICORT 200/6UG           BK,"297,00","209,09"
SYMBICORT 400/12UG          BK,"297,00","209,09"
SYNAPSYL BTE/30 GELULES,"96,00","67,20"
SYNFLORIX                   BK,"496,00","348,64"
SYNJARDY 12.5MG/1000 MG CPS B60,"448,00","315,38"
SYNJARDY 5MG/1000MG CPS B60,"448,00","315,38"
SYNNAX 100MG/30CPS,"183,20","121,02"
SYNNAX 100MG/60CPS          BK,"303,00","213,00"
SYNNAX 25MG/30CPS           BK,"63,50","41,96"
SYNNAX 25MG/60CPS           BK,"125,00","82,58"
SYNNAX 50MG/30CPS,"140,20","92,62"
SYNNAX 50MG/60CPS           BK,"246,00","163,00"
SYNOVAL B30,"190,00","133,01"
SYNTHOCINON 3 AMP 5 UI,"16,10","10,62"
SYNVISC HYALANE MAPHAR,"3 366,70","2 244,54"
SYSMETIX B30,"280,00","196,01"
SYSTANE GEL 10ML,"198,00","138,60"
SYSTANE HYDRATION MDPF 15ML,"240,00","168,00"
SYSTANE ULTRA MDPF 10ML,"195,00","136,50"
SYSTEM 25,"198,00","132,00"
SYSTRAL 20 DRAGEES,"13,10","8,65"
SYSTRAL POMMADE TB 20G.,"15,50","10,25"
T/GEL ANTI P 250 ML NORM SECS,"149,00","99,34"
TAARMAG GELS B30,"97,50","68,26"
TABUNEX 0.05% FL 120 DOSES,"95,40","63,05"
TADALIS 20MG B1,"60,70","40,14"
TADALIS 20MG B2,"106,90","70,64"
TADALIS 20MG B4,"206,00","136,42"
TADALIS 5MG B14,"290,00","204,20"
TADALIS 5MG B28,"511,00","359,64"
TAGRISSO 80MG BTE/30 CPS PELL,"56 740,00","56 340,72"
TAHOR 10MG/28CPS            BK,"63,90","42,24"
TAHOR 10MG/56CPS            BK,"149,00","98,45"
TAHOR 20 MG / 28CPS         BK,"90,80","60,03"
TAHOR 40 MG / 28CPS         BK,"159,90","105,67"
TAHOR 80 MG / 28CPS         BK,"208,00","137,64"
TALC OFFICINAL 120G,"25,00","17,50"
TALOPEX 10MG CP B28,"117,70","77,80"
TALOPEX 20MG CP B28,"168,30","111,21"
TALOPEX 5MG CPS B28,"71,40","47,20"
TAMBOCOR 100MG B30,"100,70","66,54"
TAMOXIFENE GT 20MG B30      BK,"124,30","82,13"
TAMSULOSINE 4MG/LP/B30,"91,60","60,52"
TANAKAN 30CP,"66,70","44,07"
TANAKAN SOLUTION F/30 ML.,"63,40","41,87"
TANGANIL 500MG / 30 CPS     BK,"46,80","30,95"
TANZAAR 100MG/28CPS,"138,10","91,24"
TANZAAR 50MG/14CPS,"42,00","27,75"
TANZAAR 50MG/28CPS,"77,20","51,00"
TARAXET 25MG B 30,"23,10","15,25"
TARAXET 2MG/ML SOL BUV 200ML,"16,10","10,62"
TARDYFERON 80MG X 30CP,"37,80","25,01"
TARDYFERON B9 COMP. BT/30,"48,20","31,86"
TAREG 160MG/28CPS           BK,"153,00","101,08"
TAREG 40MG/28CPS            BK,"98,40","65,01"
TAREG 80MG/28 GELULES       BK,"131,50","86,88"
TARMINORM BTE/30 GELULES,"94,00","65,80"
TASTINOV BTE/60 GELULES,"290,00","203,00"
TAVANIC 500 MG / 100 ML.    BK,"349,00","245,42"
TAVANIC 500MG/ 5CPS,"135,50","89,51"
TAVANIC 500MG/ 7CPS,"191,60","126,58"
TAVILOX 500MG B7,"95,60","63,17"
TEARS NATURALE II 15ML,"78,00","54,60"
TECPRIL   5 MG/30 GELS,"63,00","41,63"
TECPRIL  10 MG/30 GELS,"120,00","79,29"
TECPRIL  2.5MG/30 GELS,"50,00","33,03"
TECPRIL 1.25MG/30 GELS,"40,00","26,43"
TECRAM 10MG B30,"76,00","50,22"
TECRAM 2.5MG B30,"26,00","17,18"
TECRAM 5MG B30,"44,00","29,07"
TEFOVIR 300MG B30,"289,00","203,13"
TEGELINE 50MG FL 100ML,"2 751,00","2 451,32"
TEGRETOL 200 MG BT 50 COMP,"47,90","31,66"
TEGRETOL CR 200 MG 50 CP,"72,40","47,82"
TEGRETOL CR 400 MG BT30 CP,"77,30","51,05"
TEGUMA / 7 CPS,"60,70","40,14"
TEGUMA /14 CPS,"112,10","74,09"
TEGUMA /28 CPS,"186,00","122,88"
TEGUMA CREME 15G,"33,20","21,92"
TEGUMA CREME 30 G,"58,40","38,58"
TEGUMA SPRAY FL 30,"65,40","43,22"
TEINTURE GEROCOSSEN N░01 NOIR,"75,00","50,00"
TEINTURE GEROCOSSEN N░1 NOIR B,"75,00","50,00"
TEINTURE GEROCOSSEN N░10 BLFD,"75,00","50,00"
TEINTURE GEROCOSSEN N░10.1 BFD,"75,00","50,00"
TEINTURE GEROCOSSEN N░13 BNOIS,"75,00","50,00"
TEINTURE GEROCOSSEN N░14 BLOND,"75,00","50,00"
TEINTURE GEROCOSSEN N░15 BLO C,"75,00","50,00"
TEINTURE GEROCOSSEN N░16 B T C,"75,00","50,00"
TEINTURE GEROCOSSEN N░2 CHATIN,"75,00","50,00"
TEINTURE GEROCOSSEN N░3 CHAT C,"75,00","50,00"
TEINTURE GEROCOSSEN N░4 CHAT D,"75,00","50,00"
TEINTURE GEROCOSSEN N░5 MAR FO,"75,00","50,00"
TEINTURE GEROCOSSEN N░6 MAR,"75,00","50,00"
TEINTURE GEROCOSSEN N░6.1 MA.C,"75,00","50,00"
TEINTURE GEROCOSSEN N░7 ACAJOU,"75,00","50,00"
TEINTURE GEROCOSSEN N░7.1 MAHA,"75,00","50,00"
TEINTURE GEROCOSSEN N░8 ACAJ F,"75,00","50,00"
TEINTURE GEROCOSSEN N░8.1 BURG,"75,00","50,00"
TEINTURE GEROCOSSEN N░8.2 AUBE,"75,00","50,00"
TEINTURE GEROCOSSEN N░9.1 RO T,"75,00","50,00"
TEMESTA 1 MG X50 COMPRIMES.,"21,50","14,23"
"TEMESTA 2,5 MG X30 COMPRIMES","27,60","18,26"
TENEF LP 0.4MG B10,"49,70","32,86"
TENEF LP 0.4MG B30,"102,50","67,74"
TENORETIC 50/12.5MG         BK,"65,40","43,23"
TENORMINE 100MG X14 COMP    BK,"31,80","21,00"
TENORMINE BT 28 COMP        BK,"58,70","38,77"
TENSEMIDE 10MG B30,"47,10","31,11"
TENSEMIDE 2.5MG B30,"33,30","21,99"
TENSEMIDE 5MG B30,"39,30","26,00"
TENSIOTEC 10MG/30GELS,"114,00","75,32"
TENSIOTEC 2.5MG/30GELS,"46,00","30,39"
TENSIOTEC 5 MG/30GELS,"57,00","37,66"
TERALITHE 250 MG X 100 CP,"63,20","41,75"
TERAZOSINE NORMON 2MG,"42,30","27,95"
TERAZOSINE NORMON 5MG,"79,50","52,53"
TERFINE 250MG/14CPS,"103,70","68,54"
TERFINE 250MG/28CPS,"186,00","122,88"
TERMOFER GELS B20,"79,50","55,63"
TERPENOL POMMADE,"51,50","36,06"
TERPENOL SOLUTION,"42,50","29,76"
TERPONE SIROP,"22,00","14,54"
TETE VE VITRECTOMIE,"2 597,40","1 818,18"
TETRACYCLINE 250MG 16 DRAGEES,"22,20","14,70"
TETRALYSAL CAPS 300 MG/ 16CPS,"64,50","42,60"
TETRAMAG 300MG B6 B30,"95,00","66,50"
TGC PLUS CREME T/75G,"130,40","91,28"
THALAMAG / 30GEL,"99,00","69,30"
THALAMAG FER B9,"79,00","55,30"
THEALOSE COLLYRE 10ML,"157,00","104,68"
THEOGENCYL B.B GM,"31,50","22,06"
THEOGENCYL B.B PM,"22,50","15,74"
THEOPHYLLINE BRUNEAU A X12 SUP,"15,20","10,05"
THERALENE SIROP FLACON 150 ML,"12,90","8,52"
THERAMAG 300 B30,"84,00","58,80"
THERAMAG 375 B30,"99,50","69,66"
THERAPEARL ANKLE WRIST WRAP-SP,"350,00","245,00"
THERAPEARL EYE MASK,"350,00","245,00"
THERAPEARL FACE MASK,"495,00","346,51"
THERAPEARL KNEE WRAP W.STRAP,"495,00","346,51"
THERAPEARL NECK WRAP,"495,00","346,51"
THERAPEARL PALS BUDDY PUPPY,"195,00","136,51"
THERAPEARL PALS PING PANDA,"195,00","136,51"
THERAPEARL PALS RIBBIT FROG,"195,00","136,51"
THERAPEARL SPORT PACK MULTIZON,"295,00","206,50"
THERASCORBINE VITA C B15,"39,00","26,00"
THIAM 250MG SP,"30,80","20,38"
THIAM 250MG/16 CPS,"24,30","16,05"
THIAM 500MG/24 CPS,"48,60","32,11"
THIAZILIX 2.5MG 30CPS,"50,00","33,03"
THIOBACTIN 250 60ML SP ..,"43,80","28,96"
THIOBACTIN 500MG/24 CPS..,"86,40","57,12"
THYMO TABS 12 PAST ORANGE,"39,90","27,92"
THYMO TABS 24 PASTILLES ORANGE,"69,50","48,66"
THYROXIZEN 100ÁG/5ML SL BUV MV,"145,70","96,29"
THYROZOL 10MG B30,"46,80","30,91"
THYROZOL 5MG B30,"28,50","18,86"
TIADAL 20MG B1,"37,40","24,70"
TIADAL 20MG B2,"65,40","43,22"
TIADAL 20MG B4,"127,10","83,97"
TIAGAM  100MG/30CPS,"25,20","16,67"
TIAGAM  200MG/20CPS,"33,60","22,23"
TIASUREX LP 1.5MG/30CPS,"29,30","19,36"
TIBERAL 500 MG BT 10 COMP,"45,40","29,97"
TIDAZ 500MG BTE/10 CPS,"38,30","25,30"
TIENAM 500MG INJ            BK,"159,80","105,57"
TIGRA + MEN 28 CPS,"319,00","223,31"
TILCOTIL 20 MG X 10 COMP    BK,"41,10","27,18"
TIMABAK 0.50% COLLYRE,"80,50","53,17"
TIMO-COMOD 0.5%  COLLYRE,"96,30","63,60"
TIORFAN 100MG CPS B20,"99,60","65,79"
TIORFAN 10MG B16 STS N,"104,70","69,16"
TIORFAN 30MG B30 STS E,"82,30","54,39"
TIOVA ROTACAPS  B15,"151,20","99,91"
TIPSHALER ADULTE SANS  MASQUE,"220,00","165,00"
TIPSHALER MASQUE ADULTE,"305,00","228,76"
TIPSHALER NOURRISSON,"265,00","198,76"
TIPSHALER PEDIATRIQUE,"285,00","213,76"
TITANOREINE PDE,"14,90","9,88"
TMS 500 MG/2CP              BK,"37,40","24,70"
TOBRADEX COLLYRE,"33,40","22,07"
TOBRADEX POMMADE OPHT       BK,"50,80","33,59"
TOBREX COLLYRE,"24,70","16,31"
TOCONORM GTTS 30ML,"149,50","104,64"
TOFRANIL 25 MG DRAGEES B/100,"53,40","35,29"
TOLERIANE RICHE 40ML,"165,10","110,04"
TONIFER B30,"88,00","61,61"
TONIVEN CREME 40ML,"58,20","40,74"
TONUREX B30,"104,00","72,80"
TOP FORCE B30,"129,50","90,66"
TOPICREME SH LAIT,"169,00","112,67"
TOPIRAMAT GT 100MG /30 CPS,"187,10","123,62"
TOPIRAMAT GT 25 MG /10 CPS,"21,10","13,95"
TOPIRAMAT GT 50 MG /30 CPS,"100,90","66,69"
TOPLEVURE  B30,"89,50","62,66"
TOPLEXIL SP FLACON 150 ML..,"14,70","9,69"
TOPSYNE A.P.G. POMMADE DERMIQU,"22,60","14,94"
TOPSYNE GEL,"23,80","15,75"
TOPSYNE GRAS POMMADE,"22,00","14,54"
TORVA 10MG/30 CPS,"57,80","38,18"
TORVA 20MG/30 CPS,"97,30","64,31"
TOSSEDYL ENF 125ML,"79,50","55,66"
TOSSEDYL ENF 200ML,"99,50","69,66"
TOSSEDYL SIROP AD 125ML,"69,50","48,66"
TOSSEDYL SIROP AD 200ML,"89,50","62,64"
TOT'HEMA AMP BUV.,"40,20","26,55"
TOTIFEN 150 ML SIROP,"53,30","35,24"
TOTIFEN 1MG GEL B30,"54,40","35,96"
TOUCOF 150MG/100MG FL200ML,"32,20","21,26"
TOUDEX BTE/14 CPS,"59,00","41,30"
TOUDEX BTE/7 CPS,"35,00","24,50"
TOUDEX SIROP 125 ML,"67,90","47,53"
TOUDEX SIROP SS 200ML,"79,90","55,93"
TOUJEO SOLOSTAR 300UN/ML B/3 S,"579,00","407,13"
TOXICARB B30,"79,00","55,31"
TRACET 325MG/37.50MG/ 20 CP,"27,60","18,26"
TRAJENTA 5MG B28,"374,00","262,81"
TRAMADOL NORMON 100MG/2ML B/5,"33,30","21,99"
TRAMADOL NORMON 50MG,"26,20","17,32"
TRAMAL 100 MG/5 SUPP,"25,20","16,67"
TRAMAL 100MG GTTE /10ML,"36,20","23,90"
TRAMAL 100MG LP B30,"64,20","42,42"
TRAMAL 150MG LP B30,"96,30","63,60"
TRAMAL 200MG LP B30,"105,30","69,59"
TRAMAL 50MG /10 GELULES,"23,40","15,44"
TRANSFERON B9+ B30,"126,00","84,01"
TRANSFUSEUR,"9,40","6,26"
TRANSIFAST B30 GELULES,"98,00","68,60"
TRANSIFLORE B30,"69,90","48,92"
TRANSILAC  B20 STS,"66,70","44,09"
TRANSILAC B10 STS,"36,20","23,93"
TRANSYL B15,"89,90","62,93"
TRANXENE 10 MG GELULES B/30,"22,20","14,66"
TRANXENE 5 MG X30 GELULES.,"17,20","11,37"
TRAVATAN BAK FREE COLLYRE,"130,90","86,50"
TRE-ZEN 20MG B15,"69,20","45,70"
TRE-ZEN 20MG B30,"120,50","79,63"
TREMADOL 50MG/20CPS         BK,"41,10","27,17"
TRESIBA FLEXTOUCH 100UI/ML B1,"243,00","161,06"
TRESIBA FLEXTOUCH 100UI/ML B5,"1 040,00","740,09"
TRESORIX FORTE SIROP,"30,30","20,00"
TRESSE 40MM 1 1/2,"32,50","22,73"
TRESSE 40MM 2 1/2,"37,50","25,00"
TREXIMED 50MG/2ML,"62,10","41,00"
TRIATEC 10MG/30CP           BK,"207,00","137,17"
TRIATEC 5MG/30GELLS.        BK,"122,10","80,65"
TRIATEC COMP 2.5 MG X 30.   BK,"97,70","64,57"
TRIAXON  500MG/5ML IV,"57,00","37,68"
TRIAXON 1G/10ML IV          BK,"106,80","70,58"
TRIAXON 1G/3.5 ML IM        BK,"106,80","70,58"
TRIAXON 250 IM / 1 INJ,"30,80","20,38"
TRIAXON 2G IV /1 INJ,"239,00","158,08"
TRIAXON 500MG/2ML IM,"57,00","37,66"
TRIBUTINE 150 MG / 20 GELS,"42,90","28,34"
TRIBUTINE 150MG/20STS,"42,90","28,34"
TRIBUTINE SIRP FL 250ML,"22,90","15,13"
TRICEF 0.5GR IM,"54,20","35,82"
TRICEF 1GR IM,"104,70","69,16"
TRICEF 1GR IV,"104,70","69,18"
TRICOVIVAX 60ML             BK,"263,00","184,96"
TRIDIGEST B10 STS,"50,00","35,00"
TRIDIGEST B20 STS,"89,00","62,30"
TRIFER B9/30,"98,00","68,60"
TRIFLUCAN 50 ML INJ         BK,"134,60","88,91"
TRIGYNON X 21 DRAGEES,"20,00","13,21"
TRILEPTAL 300MG/50CPS       BK,"162,50","107,34"
TRIMAREL 20MG 60CP,"58,90","38,91"
TRIMAREL 20MG SOLUTION,"69,30","45,79"
TRIMAREL 35MG B60,"87,70","57,94"
TRIMBOW SPRAY,"888,00","624,05"
TRIMEDAT 150 MG CP,"43,50","28,75"
TRIMEDAT 150MG SACHET B20,"42,90","28,34"
TRIMEDAT 150MG SANS SUCRE B20,"42,90","28,34"
TRIMEDAT 250 MG SIROP,"28,80","19,01"
TRIMOX FORT 800/160 X 10 CP,"16,20","10,71"
TRIMOX FORT 800/160 X 20 CP,"27,70","18,28"
TRINOMYC 100MG / 50 ML PERF,"134,60","88,91"
TRINOMYC 200MG / 100 ML PERF,"250,00","165,39"
TRIPLIXAM 10/2.5/10 B30,"184,00","121,56"
TRIPLIXAM 10/2.5/5 B30,"164,70","108,80"
TRIRHUM AD PDRE B8,"18,70","12,35"
TRIRHUM ENF B8,"17,70","11,70"
TRISEQUENS NOVO CP /28 CP   BK,"87,50","57,79"
TRISIUM SIROP,"27,60","18,22"
TRISULFA /20CP,"21,00","13,86"
TRISULFA FORT /20CP,"28,50","18,81"
TRISULFA SUSP 100 ML,"19,10","12,60"
TRITAZIDE 10/12.5MG/28CPS  BK,"63,30","41,82"
TRITAZIDE 10/25MG/28CPS    BK,"63,30","41,82"
TRITAZIDE 5MG/25MG/ 28CPS  BK,"107,50","71,01"
TRIVASTAL LP 50MG 30CP  BK,"103,30","68,24"
TRIVIMAG / 20CPS EFFER,"81,70","57,19"
TRIVIMAG COMPLEX B45,"84,90","59,42"
TRUCUT POUR BIOPSIE,"785,70","550,00"
TRULICITY 1.5MG 4PEN,"900,00","600,17"
TRYPTOSOM B30,"175,00","122,51"
TUNELUZ 20/20 GELULES      BK,"133,90","88,44"
TUNELUZ 20/30 GELULES       BK,"176,70","116,75"
TUSSIPHAN SIROP,"13,80","9,14"
TWYNSTA 40MG/10MG B28,"244,00","161,51"
TWYNSTA 40MG/5MG B28,"214,00","142,02"
TWYNSTA 80MG/10MG B28,"268,00","188,31"
TWYNSTA 80MG/5MG B28,"267,00","177,07"
TYARA 20MG B1,"25,20","16,65"
TYMODRIL  125 ML BB,"35,00","24,50"
TYMODRIL  250 ML BB,"59,00","41,30"
TYMODRIL BB SENSITIVE 125ML,"53,00","37,10"
TYMODRIL SOLUTION 150ML,"39,50","27,66"
TYMODRIL SPRAY MENTHE,"39,00","27,30"
TYMOKS 0.5% GOUTTES FL 5ML,"42,50","28,11"
TYSABRI 300MG SOTHEMA,"18 364,00","18 064,00"
UBIPROX 250MG B10,"32,70","21,61"
UBIPROX 250MG B20,"64,50","42,61"
UBIPROX 250MG B30,"92,50","61,14"
UBIPROX 500MG B10,"52,80","34,89"
UBIPROX 500MG B20,"92,50","61,14"
UBIPROX 500MG B30,"129,90","85,84"
UBIQUINOV BTE/30 GELULES,"160,00","112,01"
ULCESTOP 400MG / 60CPS,"123,00","81,26"
ULCESTOP CP 400MG/20CPS,"55,60","36,74"
ULHYDRAT40ML,"146,00","97,33"
ULORIC 40MG B30,"103,50","68,39"
ULORIC 80MG B30,"175,40","115,92"
ULTIBRO 0.05MG,"676,00","475,16"
ULTRA BOOST 4G EFFER B20,"156,00","104,00"
ULTRA C BTE/30 CPS,"89,00","62,32"
ULTRA PROTECT ATB,"55,00","38,50"
ULTRA-LEVURE 10 SACHETS,"35,60","23,52"
ULTRA-LEVURE 20 GELULES,"60,80","40,18"
ULTRA-LEVURE 20 SACHETS,"62,60","41,35"
ULTRA-LEVURE 250MG B30 GEL,"89,20","58,94"
ULTRABIOTIQUE ATB GELS B10,"79,00","55,30"
ULTRABIOTIQUE EQUILIBRE B10,"69,00","48,30"
ULTRABIOTIQUE FIBRES 10 STICKS,"129,00","90,30"
ULTRABIOTIQUE INFANTILE B7 STS,"69,00","48,28"
ULTRABIOTIQUE INSTANT GELS B10,"79,00","55,30"
ULTRAVIST 300MG/50ML  BK,"194,60","128,60"
UMAX LP 0.4MG/10 GELULES,"43,10","28,47"
UMAX LP 0.4MG/30 GELULES    BK,"113,40","74,96"
UMAX LP 0.4MG/60 GELULES    BK,"199,70","131,93"
UMULINE NPH KWIKPEN,"104,00","68,71"
UN-ALFA 0.25 UG X 30 CAPS.  BK,"69,70","46,04"
UN-ALFA 1 UG X 30 CAPSULES  BK,"161,00","106,36"
UNIFRESH 0.5% B30,"60,00","40,00"
UNIK GEL B30,"149,00","99,34"
UNISEPT OTIC 30ML,"87,70","61,39"
UNIZITRO 200MG / 5ML  30ML,"71,90","47,54"
UNIZITRO 500MG / 3 CP,"67,30","44,46"
UPERIO  FCT 100MG B28,"405,00","284,62"
UPERIO  FCT 200MG B56,"810,00","569,24"
UPERIO  FCT 50MG  B28,"405,00","284,62"
UPRO LP 0.4MG GELS B30,"102,50","67,74"
URADOX 2 MG / 20CPS,"53,00","35,02"
URADOX 2 MG / 30CPS,"76,50","50,54"
URADOX 2 MG / 60CPS,"136,70","90,32"
URBANYL 1O MG COMPRIMES,"22,00","14,54"
URGO SYVAL 5X18,"71,50","47,66"
URGO SYVAL 5X7,"29,30","19,56"
URISANOL 36MG B30,"160,00","112,01"
URISPAS 200MG X30 DRAGEES   BK,"58,40","38,59"
URITAB XL 10MG BTE/30 CPS,"137,90","91,13"
URODINE 4MG/28,"161,00","106,36"
UROSTA 5 MG X 60 CP,"58,60","38,74"
UROXINE 200MG / 2 CP,"40,00","26,43"
URSOLIC AC CPS B20,"165,00","115,50"
